﻿Emendas Parlamentares 2020;;;;;;;;;;
Autor;Emenda;Órgão;Aprovado;Alteração;Movimentação;Bloqueado;Autorizado;Empenhado;Liquidado;Pago
AGACIEL MAIA;15.451.6209.1110.8147 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA NO RIACHO FUNDO II - H;ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II;500.000,00;-500.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;13.392.6219.9075.0136 - TRANSFERÊNCIA DE RECURSOS PARA PROJETOS CULTURAIS EM TODO O DISTRITO FEDERAL;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;0;630.000,00;0;0;630.000,00;0;0;0
JAQUELINE SILVA;18.542.6210.2536.0007 - CONTROLE REPRODUTIVO DE ANIMAIS NA REGIÃO ADMINISTRATIVA DE SANTA MARIA - RA XIII- SANTA M;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;150.000,00;-150.000,00;0;0;0;0;0;0
JOSÉ GOMES;26.782.6216.1475.1204 - RECUPERAÇÃO DE RODOVIAS - RESTAURAÇÃO - DISTRITO FEDERAL - DF;DEPTO DE ESTRADAS E RODAGEM DO DF - DER/DF;500.000,00;-500.000,00;0;0;0;0;0;0
RODRIGO DELMASSO;27.812.6206.9080.0074 - TRANSFERÊNCIA DE RECURSOS PARA REALIZAÇÃO DE ATIVIDADES DE INCENTIVO AO ESPORTE E LAZER EM PROL DE TODA COMUNIDADE DO DF;SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;0;500.000,00;0;0;500.000,00;0;0;0
JORGE VIANNA;14.244.6211.9087.0008 - PROJETO ASSISTÊNCIA À PESSOA ACOMETIDA DE CÂNCER - DF;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;80.000,00;-80.000,00;0;0;0;0;0;0
ROBÉRIO NEGREIROS;04.122.8203.8517.9830 - MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS EM 2020;ARQUIVO PÚBLICO DO DISTRITO FEDERAL;350.000,00;-350.000,00;0;0;0;0;0;0
RODRIGO DELMASSO;19.243.6207.9118.0002 - PROJETO +SENAI (OCA);SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;3.000.000,00;-3.000.000,00;0;0;0;0;0;0
JAQUELINE SILVA;10.301.6202.3135.0040 - CONSTRUÇÃO DE  UNIDADES BÁSICAS DE SAÚDE NO DISTRITO FEDERAL-DF;FUNDO DE SAÚDE DO DISTRITO FEDERAL;300.000,00;-300.000,00;0;0;0;0;0;0
ROBÉRIO NEGREIROS;11.333.6207.4102.0013 - APOIO AO TRABALHADOR NO ÂMBITO DO SISTEMA NACIONAL DE EMPREGO-MODERNIZAÇÃO DAS AGÊNCIAS DO TRABALHADOR 2020-DISTRITO FEDERAL;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-100.000,00;100.000,00;0;0;0;0;0
ROBÉRIO NEGREIROS;11.333.6207.4102.0013 - APOIO AO TRABALHADOR NO ÂMBITO DO SISTEMA NACIONAL DE EMPREGO-MODERNIZAÇÃO DAS AGÊNCIAS DO TRABALHADOR 2020-DISTRITO FEDERAL;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-2.000.000,00;2.000.000,00;0;0;0;0;0
PROF. REGINALDO VERAS;15.752.6209.1836.0102 - AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA-NA REGIÃO DO SOL NASCENTEE PÔR DO SOL-DISTRITO FEDERAL;SECRETARIA DE ESTADO DE OBRAS E INFRAEST. DO DF;0;200.000,00;0;0;200.000,00;0;0;0
JAQUELINE SILVA;12.361.6221.3236.5564 - REFORMA DA ESCOLA CLASSE 01 DO PORTO RICO EM SANTA MARIA - RA XIII;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;250.000,00;-250.000,00;0;0;0;0;0;0
CLÁUDIO ABRANTES;15.122.8209.1984.9870 - CONSTRUÇÃO DE PRÉDIOS E PRÓPRIOS - MUSEU DA EDUCAÇÃO - DF;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;500.000,00;-500.000,00;0;0;0;0;0;0
JÚLIA LUCY;15.365.6221.3271.9368 - CONSTRUÇÃO DE CRECHES NO DF;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;3.500.000,00;-3.500.000,00;0;0;0;0;0;0
JOSÉ GOMES;15.451.6206.3048.9606 - REFORMA DE ESPAÇOS ESPORTIVOS EM TODO O DISTRITO FEDERAL - DF;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;2.500.000,00;-2.500.000,00;0;0;0;0;0;0
JAQUELINE SILVA;15.451.6207.3247.9248 - REFORMA DA FEIRA PERMANENTE DE SANTA MARIA - RA XIII;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;150.000,00;-150.000,00;0;0;0;0;0;0
FERNANDO FERNANDES;10.122.6202.4166.0016 - PLANEJAMENTO E GESTÃO DA ATENÇÃO ESPECIALIZADA-AQUISIÇÃO DE MATERIAIS DE INSUMO-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;500.000,00;-500.000,00;0;0;0;0;0
IOLANDO ALMEIDA;16.482.6208.3571.0007 - PROMOÇÃO DE MELHORIAS  IA HABITACIONAIS;COMPANHIA DE DESENV. DA HABITAÇÃO  DO DF - CODHAB;800.000,00;-800.000,00;0;0;0;0;0;0
CHICO VIGILANTE;27.812.6206.9080.0032 - APOIO AO CAMPEONATO DA LIGA DE FUTEBOL AMADOR DE BRAZLÂNDIA - LIFAB;SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;40.000,00;-40.000,00;0;0;0;0;0;0
FÁBIO FÉLIX;14.243.6211.4091.5922 - APOIO AO PROJETO CINE UAMA;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;150.000,00;0;0;0;150.000,00;0;0;0
RODRIGO DELMASSO;14.243.6211.9078.0025 - PROJETO FLORESCER (OCA);SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;50.000,00;-50.000,00;0;0;0;0;0;0
JOSÉ GOMES;14.243.6211.9078.0026 - TRANSFERÊNCIA ÀS INSTITUIÇÕES DE ASSISTÊNCIA ÀS CRIANÇAS E AOS ADOLESCENTES DO DISTRITO FEDERAL ? DF;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;1.500.000,00;-1.500.000,00;0;0;0;0;0;0
LEANDRO GRASS;14.122.8211.3467.0070 - AQUISIÇÃO DE EQUIPAMENTOS-PARA AS UNIDADES SOCIOASSISTENCIAIS PÚBLICOS DO-DISTRITO FEDERAL;SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL;0;-6.000,00;6.000,00;0;0;0;0;0
LEANDRO GRASS;06.421.6217.2727.0007 - MANUTENÇÃO DO SISTEMA PENITENCIÁRIO DO DF--DISTRITO FEDERAL;SECRETARIA DE ESTADO DE ADM. PENITENCIÁRIA DO DF;0;-251.000,00;251.000,00;0;0;0;0;0
FÁBIO FÉLIX;03.061.8211.2422.9651 - ESTÁGIO REMUNERADO A JOVENS EM VULNERABILIDADE SOCIAL;DEFENSORIA PÚBLICA DO DISTRITO FEDERAL;250.000,00;-250.000,00;0;0;0;0;0;0
FERNANDO FERNANDES;10.302.6202.3467.0065 - AQUISIÇÃO DE EQUIPAMENTOS-HOSPITALARES PARA O HOSPITAL REGIONAL DE CEILÂNDIA HRC-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;793.000,00;0;0;793.000,00;0;0;0
JORGE VIANNA;10.303.6202.4216.0023 - AQUISIÇÃO DE MEDICAMENTOS PARA A SECRETARIA DE SAÚDE  - SES-DF 2020;FUNDO DE SAÚDE DO DISTRITO FEDERAL;1.000.000,00;0;-1.000.000,00;0;0;0;0;0
ROOSEVELT VILELA;06.181.6217.3029.9522 - MODERNIZAÇÃO DO PARQUE TECNOLÓGICO DO BATALHÃO DE POLÍCIA MILITAR AMBIENTAL;POLÍCIA MILITAR DO DISTRITO FEDERAL - PMDF;100.000,00;-100.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;11.333.6207.9107.0055 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-APOIO AOS PROJETOS DO MOVIMENTO PRO SAÚDE MENTAL-DISTRITO FEDERAL;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-150.000,00;150.000,00;0;0;0;0;0
ARLETE AVELAR SAMPAIO;11.333.6207.9107.0056 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-TRANSFERÊNCIA PARA EVENTOS LIGADOS À TERRA-DISTRITO FEDERAL;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-200.000,00;200.000,00;0;0;0;0;0
JOSÉ GOMES;26.782.6216.1475.1203 - EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA - VC371 - SANTA MARIA - DF;DEPTO DE ESTRADAS E RODAGEM DO DF - DER/DF;400.000,00;-400.000,00;0;0;0;0;0;0
HERMETO;11.333.6207.9107.0045 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-AUXÍLIO À PROJETOS DE EMPREENDEDORISMO DAS MULHERES-DISTRITO FEDERAL;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;0;500.000,00;-500.000,00;0;0;0;0;0
LEANDRO GRASS;11.334.6207.9120.0001 - TRANSFERÊNCIA DE RECURSOS PARA PROJETOS DE CAPACITAÇÃO PARA O TRABALHO E EMPREENDEDORISMO-TRANSFERÊNCIA DE RECURSOS PARA PROJETOS DE CAPACITAÇÃO PARA O TRABALHO E EMPREENDEDORISMO-DISTRITO FEDERAL;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;925.000,00;-400.000,00;-525.000,00;0;0;0;0;0
CHICO VIGILANTE;14.422.6207.9107.0050 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-APOIO ÀS ATIVIDADES DO MOVIMENTO DOS TRABALHADORES RURAIS SEM TERRA -DISTRITO FEDERAL;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;0;100.000,00;-100.000,00;0;0;0;0;0
JÚLIA LUCY;19.573.6207.9118.0007 - TRANSFERÊNCIA DE RECURSOS PARA DIFUSÃO CIENTÍFICA E TECNOLÓGICA ? CAMPUS PARTY BRASÍLIA 2020;SEC. DE ESTADO DE DESENVOLVIMENTO ECONÔMICO DO DF;500.000,00;-500.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;18.542.6210.3210.3895 - INDICADORES AMBIENTAIS DO SISTEMA DE INFORMAÇÕES AMBIENTAIS;SECRETARIA DE ESTADO DO MEIO AMBIENTE;650.000,00;-650.000,00;0;0;0;0;0;0
JORGE VIANNA;10.122.6202.4166.0003 - PROGRAMA DE DESCENTRALIZAÇÃO PROGRESSIVA DAS AÇÕES DE SAÚDE - PDPAS-SES 2020;FUNDO DE SAÚDE DO DISTRITO FEDERAL;2.000.000,00;0;-2.000.000,00;0;0;0;0;0
EDUARDO PEDROSA;10.302.6202.3467.0051 - AQUISIÇÃO DE EQUIPAMENTOS-PARA A ÁREA DE SAÚDE - COMBATE AO CORONAVÍRUS-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;250.000,00;-250.000,00;0;0;0;0;0
CHICO VIGILANTE;27.812.6206.3048.9602 - REFORMA E AMPLIAÇÃO DO SKATE PARK DO GAMA;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;700.000,00;-700.000,00;0;0;0;0;0;0
LEANDRO GRASS;18.541.6210.3937.0001 - AQUISIÇÃO DE VEÍCULOS E EQUIPAMENTOS PARA COOPERATIVAS DE CATADORES DO DISTRITO FEDERAL;SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL- SLU;400.000,00;-400.000,00;0;0;0;0;0;0
HERMETO;10.122.6202.4166.0002 - PLANEJAMENTO E GESTÃO DA ATENÇÃO ESPECIALIZADA-PROGRAMA DE DESCENTRALIZAÇÃO PROGRESSIVA - PDPAS-SES-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;200.000,00;-200.000,00;0;0;0;0;0
RODRIGO DELMASSO;06.181.6217.4031.0025 - MONITORAMENTO POR CÂMERA DE VÍDEO-IMPLANTAÇÃO DO PROJETO DE VIDEOMONITORAMENTO NO SIA- SIA;ADMINISTRAÇÃO REGIONAL SETOR IND. E ABASTECIMENTO;0;365.000,00;-365.000,00;0;0;0;0;0
RODRIGO DELMASSO;20.606.6209.7316.6036 - IMPLANTAÇÃO DE SISTEMA DE ESGOTAMENTO SANITÁRIO EM COMUNIDADES RURAIS DO DF;SECRETARIA DE AGRIC. ABASTECIMENTO E DESENV RURAL;500.000,00;-500.000,00;0;0;0;0;0;0
HERMETO;04.131.6203.6057.0003 - APOIO À REALIZAÇÃO DE ATIVIDADES DE COMUNICAÇÃO SOCIAL;SECRETARIA  DE ESTADO DE COMUNICACAO DO DISTRITO F;300.000,00;-300.000,00;0;0;0;0;0;0
CLÁUDIO ABRANTES;27.392.6219.9075.0143 - APOIO AO EVENTO MOTO WEEK;SECRETARIA DE EST. DE TURISMO DO DISTRITO FEDERAL;500.000,00;-500.000,00;0;0;0;0;0;0
HERMETO;14.243.6211.3096.0003 - CONSTRUÇÃO DO CONSELHO TUTELAR DO NÚCLEO BANDEIRANTES;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;1.300.000,00;-1.300.000,00;0;0;0;0;0;0
FÁBIO FÉLIX;14.243.6211.3096.0005 - CONSTRUÇÃO DA SEDE DE CONSELHO TUTELAR;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;435.000,00;-435.000,00;0;0;0;0;0;0
LEANDRO GRASS;14.243.6211.9087.0009 - TRANSFERÊNCIA ÀS INSTITUIÇÕES DE ASSISTÊNCIA AOS JOVENS-APOIO A PROJETOS DE ASSISTÊNCIA AOS JOVENS DO DISTRITO FEDERAL-DISTRITO FEDERAL;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;250.000,00;0;-250.000,00;0;0;0;0;0
JAQUELINE SILVA;14.243.6211.9107.0072 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-TRANSFERÊNCIA DE RECURSO PARA INSTITUIÇÕES DE CRIANÇA E ADOLESCENTE EM SISTUAÇÃO DE VULNERAVILIDADE SOCIAL-DISTRITO FEDERAL;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;0;150.000,00;0;0;150.000,00;0;0;0
DANIEL DONIZET;15.451.6206.1079.0011 - CONSTRUÇÃO DE QUADRAS POLIESPORTIVAS NO GAMA;ADMINISTRAÇÃO REGIONAL DO GAMA;300.000,00;-300.000,00;0;0;0;0;0;0
JOÃO CARDOSO;15.752.6209.8507.6489 - MANUTENÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA-EFICIENTIZAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA COM A INSTALAÇÃO DE LUMINÁRIAS DE LED-DISTRITO FEDERAL;SECRETARIA DE ESTADO DE OBRAS E INFRAEST. DO DF;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
JOSÉ GOMES;15.451.6206.1079.0019 - CONSTRUÇÃO DE ESPAÇOS ESPORTIVOS E LAZER NO DISTRITO FEDERAL - DF;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;2.004.636,00;-2.004.636,00;0;0;0;0;0;0
IOLANDO ALMEIDA;15.451.6209.1110.8158 - URBANIZAÇÃO ÁREA COMERCIAL E DE DIVERSÃO NORTE DE BRAZLANDIA IA;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;500.000,00;-500.000,00;0;0;0;0;0;0
MARTINS MACHADO;10.122.6202.4166.0005 - PROGRAMA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL - PDPAS;FUNDO DE SAÚDE DO DISTRITO FEDERAL;544.636,00;-636;-544.000,00;0;0;0;0;0
CHICO VIGILANTE;10.302.6202.3140.0007 - CONSTRUÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE-CONSTRUÇÃO DE UNIDADES DE PRONTO ATENDIMENTO - UPAS NO DISTRITO FEDERAL-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;1.630.254,00;0;0;1.630.254,00;0;0;0
FÁBIO FÉLIX;10.302.6202.3223.0014 - REFORMA DE UNIDADES DE SAÚDE;FUNDO DE SAÚDE DO DISTRITO FEDERAL;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
JORGE VIANNA;10.302.6202.3467.9627 - AQUISIÇÃO DE MATERIAIS PERMANENTES DE HOTELARIA  HOSPITALAR - SES-DF 2020;FUNDO DE SAÚDE DO DISTRITO FEDERAL;500.000,00;-500.000,00;0;0;0;0;0;0
PROF. REGINALDO VERAS;10.303.6202.4216.0021 - AQUISIÇÃO DE MEDICAMENTOS - ASSISTÊNCIA À SAÚDE PÚBLICA;FUNDO DE SAÚDE DO DISTRITO FEDERAL;2.000.000,00;0;-2.000.000,00;0;0;0;0;0
RODRIGO DELMASSO;06.181.6217.4031.0015 - AMPLIAÇÃO DO PROJETO DE VIDEOMONITORAMENTO NO GUARÁ;SECRETARIA DE EST. DE  SEGURANÇA PÚBLICA DO DF;700.000,00;-700.000,00;0;0;0;0;0;0
DANIEL DONIZET;06.181.6217.4031.0017 - MONITORAMENTO POR CÂMERA DE VÍDEO NA REGIÃO ADMINISTRATIVA DO JARDIM BOTÂNICO;SECRETARIA DE EST. DE  SEGURANÇA PÚBLICA DO DF;190.000,00;-190.000,00;0;0;0;0;0;0
JÚLIA LUCY;06.181.6217.3097.5825 - CONSTRUÇÃO DE UNIDADES POLICIAIS E DELEGACIAS DA PCDF;POLÍCIA CIVIL DO DISTRITO FEDERAL - PCDF;500.000,00;-500.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;11.122.6207.2782.0010 - DESENVOLVIMENTO, INCLUSÃO E PROMOÇÃO SOCIAL-DESENVOLVIMENTO DE AÇÕES VOLTADAS AO FORTALECIMENTO DE COOPERATIVAS DE CATADORES-DF ENTORNO;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-366.000,00;366.000,00;0;0;0;0;0
ROBÉRIO NEGREIROS;11.244.8207.2396.5403 - CONSERVAÇÃO DAS ESTRUTURAS FÍSICAS DE EDIFICAÇÕES PÚBLICAS - SETRAB 2020;FUNDO P/A GERAÇÃO DE EMP. E RENDA DO DF - FUNGER;600.000,00;-600.000,00;0;0;0;0;0;0
JAQUELINE SILVA;26.782.6216.1475.1202 - RECUPERAÇÃO DA RODOVIA  VC-371 - COND. TOTAL VILLE - RA XIII;DEPTO DE ESTRADAS E RODAGEM DO DF - DER/DF;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;23.695.6207.9085.0021 - TRANSFERÊNCIA DE RECURSOS PARA PROJETOS TURÍSTICOS  EM TODO O DISTRITO FEDERAL;SECRETARIA DE EST. DE TURISMO DO DISTRITO FEDERAL;120.000,00;-120.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;13.392.6219.4090.6132 - APOIO À REALIZAÇÃO DA FESTA JUNINA NO RIACHO FUNDO II;ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II;80.000,00;-80.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;15.452.6209.8508.9215 - MANUTENÇÃO DE ÁREAS URBANIZADAS E AJARDINADAS - ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;160.000,00;-160.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;15.452.6209.8508.9215 - MANUTENÇÃO DE ÁREAS URBANIZADAS E AJARDINADAS - ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;40.000,00;-40.000,00;0;0;0;0;0;0
IOLANDO ALMEIDA;13.392.6219.2831.0089 - PROMOÇÃO DE ATIVIDADES CULTURAIS IA;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;1.000.000,00;-900.000,00;0;0;100.000,00;0;0;0
RODRIGO DELMASSO;15.451.6209.1110.0324 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-EXECUÇÃO DE RECAPEAMENTO ASFÁLTICO- GUARÁ;ADMINISTRAÇÃO REGIONAL DO GUARÁ;0;1.000.000,00;-1.000.000,00;0;0;0;0;0
PROF. REGINALDO VERAS;27.811.6206.9080.0052 - APOIO AO PROGRAMA EVENTOS DESPORTIVOS - JOGOS ESCOLARES;SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;74.636,00;-74.636,00;0;0;0;0;0;0
HERMETO;27.812.6206.9080.0033 - APOIO A EVENTOS ESPORTIVOS NA REGIÃO ADMINISTRATIVA DO NÚCLEO BANDEIRANTE;SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;50.000,00;-50.000,00;0;0;0;0;0;0
RODRIGO DELMASSO;14.243.6211.9078.0024 - PROJETO ABBA PAI CONTRA O ÀLCOOL E AS DROGAS. (OCA);SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;100.000,00;-100.000,00;0;0;0;0;0;0
LEANDRO GRASS;14.243.6211.9086.0003 - APOIO AO PROGRAMA DE PROTEÇÃO A CRIANÇAS, ADOLESCENTES E DE JOVENS AMEAÇADOS DE MORTE - PPCAM;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;200.000,00;-200.000,00;0;0;0;0;0;0
HERMETO - EDUARDO PEDROSA;14.422.6228.9107.0059 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-APOIO À REALIZAÇÃO DO PROJETO SER CRIANÇA - DROGAS TÔ FORA 2020-DISTRITO FEDERAL;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;0;500.000,00;0;0;500.000,00;0;0;0
JOSÉ GOMES;14.422.6211.9107.0063 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-AMPLIAÇÃO E MANUTENÇÃO DO SERVIÇO ITINERANTE À VIOLÊNCIA CONTRA MULHER NO-DISTRITO FEDERAL;SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL;0;1.000,00;0;0;1.000,00;0;0;0
RODRIGO DELMASSO;14.243.6206.9080.0073 - TRANSFERÊNCIA DE RECURSOS PARA PROJETOS ESPORTIVOS-IMPLANTAÇÃO DO PROJETO VIVAVOLEI INCLASÃO NACIONAL-DISTRITO FEDERAL;SECRETARIA DE ESTADO DA JUVENTUDE DO DF;0;1.100.000,00;-1.100.000,00;0;0;0;0;0
REGINALDO SARDINHA;06.422.6217.2726.0004 - MODERNIZAÇÃO DA INFRAESTRUTURA, SERVIÇOS E EQUIPAMENTOS DO SISTEMA PRISIONAL- EQUIPAMENTOS PARA UNIDADES DO SISTEMA PENITENCIÁRIO (EM 2021)-DISTRITO FEDERAL;SECRETARIA DE ESTADO DE ADM. PENITENCIÁRIA DO DF;0;-330.000,00;330.000,00;0;0;0;0;0
AGACIEL MAIA;15.451.6209.1110.8114 - EXECUCÇÃO DE OBRAS DE URBANIZAÇÃO - OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA NO GAMA - RA II - H;ADMINISTRAÇÃO REGIONAL DO GAMA;500.000,00;-500.000,00;0;0;0;0;0;0
IOLANDO ALMEIDA;15.451.6206.1950.9526 - CONSTRUÇÃO DE PRAÇA DA BÍBLIA IA;ADMINISTRAÇÃO REGIONAL DE  BRAZLANDIA;300.000,00;-300.000,00;0;0;0;0;0;0
AGACIEL MAIA;15.451.6209.1110.8130 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA EM CEILÂNDIA - H;ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
ROOSEVELT VILELA;23.695.6207.9085.0019 - APOIO À REALIZAÇÃO DO CONGRESSO BRASILEIRO DE APICULTURA E DE MELIPONICULTURA;SECRETARIA DE EST. DE TURISMO DO DISTRITO FEDERAL;250.000,00;-250.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;10.302.6202.3467.9629 - AQUSIÇÃO DE EQUIPAMENTOS MÉDICO HOSPITALARES PARA AS UNIDADES DA REDE PÚLICA DE SAÚDE DO DF;SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL;0;0;350.000,00;0;350.000,00;0;0;0
EDUARDO PEDROSA;10.302.6202.3467.9629 - AQUSIÇÃO DE EQUIPAMENTOS MÉDICO HOSPITALARES PARA AS UNIDADES DA REDE PÚLICA DE SAÚDE DO DF;FUNDO DE SAÚDE DO DISTRITO FEDERAL;1.000.000,00;-500.000,00;-350.000,00;0;150.000,00;0;0;0
DANIEL DONIZET;10.303.6202.4216.0025 - AQUISIÇÃO DE MEDICAMENTOS- COVID 19 - SES-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;300.000,00;-300.000,00;0;0;0;0;0
MARTINS MACHADO;18.542.6210.2536.0008 - MANUTENÇÃO E AMPLIAÇÃO DO PROGRAMA DE SANIEDADE DE ANIMAIS DOMESTISCOS;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;300.000,00;-300.000,00;0;0;0;0;0;0
CHICO VIGILANTE;15.451.6207.3247.9249 - REFORMA DA FEIRA PERMANENTE DE SÃO SEBASTIÃO;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;500.000,00;-500.000,00;0;0;0;0;0;0
JOÃO CARDOSO;15.451.6216.3087.3891 - IMPLANTAÇÃO DE ROTA ACESSÍVEL AO CENTRO DE ENSINO ESPECIAL 1 DE SOBRADINHO/DF;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;400.000,00;-400.000,00;0;0;0;0;0;0
JORGE VIANNA;10.122.6202.3223.0013 - REFORMA E AMPLIAÇÃO DA RADIOLOGIA DO HOSPITAL REGIONAL DE PLANALTINA - HRPL - SES - 2020;FUNDO DE SAÚDE DO DISTRITO FEDERAL;300.000,00;0;-300.000,00;0;0;0;0;0
JORGE VIANNA;10.122.6202.3223.0013 - REFORMA E AMPLIAÇÃO DA RADIOLOGIA DO HOSPITAL REGIONAL DE PLANALTINA - HRPL - SES - 2020;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;0;0;300.000,00;0;300.000,00;0;0;0
ARLETE AVELAR SAMPAIO;10.302.6202.3467.0063 - AQUISIÇÃO DE EQUIPAMENTOS-PARA O COMBATE AO COVID-19-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;1.000.000,00;-1.000.000,00;0;0;0;0;0
FERNANDO FERNANDES;20.606.6201.2173.0023 - FORTALECIMENTO DO EMPREGO E QUALIFICAÇÃO DO SETOR AGROPECUÁRIO;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;24.000,00;-24.000,00;0;0;0;0;0;0
FERNANDO FERNANDES;20.606.6201.2173.0023 - FORTALECIMENTO DO EMPREGO E QUALIFICAÇÃO DO SETOR AGROPECUÁRIO;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;120.000,00;-120.000,00;0;0;0;0;0;0
